image_name,shrimp_count
IMG_0001.jpg,2
IMG_0002.jpg,1
IMG_0003.jpg,2
IMG_0004.jpg,1
IMG_0005.jpg,3
IMG_0006.jpg,2
IMG_0007.jpg,2
IMG_0008.jpg,2
IMG_0009.jpg,2
IMG_0010.jpg,2
IMG_0011.jpg,1
IMG_0012.jpg,2
IMG_0013.jpg,0
IMG_0014.jpg,2
IMG_0015.jpg,2
IMG_0016.jpg,1
IMG_0017.jpg,1
IMG_0018.jpg,2
IMG_0019.jpg,1
IMG_0020.jpg,1
IMG_0021.jpg,1
IMG_0022.jpg,1
IMG_0023.jpg,1
IMG_0024.jpg,1
IMG_0025.jpg,1
IMG_0026.jpg,1
IMG_0027.jpg,1
IMG_0028.jpg,1
IMG_0029.jpg,1
IMG_0030.jpg,1
IMG_0031.jpg,2
IMG_0032.jpg,2
IMG_0033.jpg,1
IMG_0034.jpg,1
IMG_0035.jpg,1
IMG_0036.jpg,1
IMG_0037.jpg,1
IMG_0038.jpg,1
IMG_0039.jpg,1
IMG_0040.jpg,0
IMG_0041.jpg,1
IMG_0042.jpg,1
IMG_0043.jpg,1
IMG_0044.jpg,2
IMG_0045.jpg,1
IMG_0046.jpg,1
IMG_0047.jpg,1
IMG_0048.jpg,1
IMG_0049.jpg,1
IMG_0050.jpg,0
IMG_0051.jpg,0
IMG_0052.jpg,0
IMG_0053.jpg,2
IMG_0054.jpg,1
IMG_0055.jpg,1
IMG_0056.jpg,0
IMG_0057.jpg,1
IMG_0058.jpg,1
IMG_0059.jpg,1
IMG_0060.jpg,1
IMG_0061.jpg,1
IMG_0062.jpg,0
IMG_0063.jpg,0
IMG_0064.jpg,0
IMG_0065.jpg,0
IMG_0066.jpg,0
IMG_0067.jpg,1
IMG_0068.jpg,0
IMG_0069.jpg,0
IMG_0070.jpg,0
IMG_0071.jpg,0
IMG_0072.jpg,0
IMG_0073.jpg,0
IMG_0074.jpg,0
IMG_0075.jpg,0
IMG_0076.jpg,1
IMG_0077.jpg,0
IMG_0078.jpg,0
IMG_0079.jpg,0
IMG_0080.jpg,0
IMG_0081.jpg,0
IMG_0082.jpg,0
IMG_0083.jpg,0
IMG_0084.jpg,0
IMG_0085.jpg,0
IMG_0086.jpg,0
IMG_0087.jpg,0
IMG_0088.jpg,0
IMG_0089.jpg,0
IMG_0090.jpg,0
IMG_0091.jpg,0
IMG_0092.jpg,0
IMG_0093.jpg,0
IMG_0094.jpg,0
IMG_0095.jpg,0
IMG_0096.jpg,0
IMG_0097.jpg,0
IMG_0098.jpg,0
IMG_0099.jpg,0
IMG_0100.jpg,0
IMG_0101.jpg,0
IMG_0102.jpg,0
IMG_0103.jpg,0
IMG_0104.jpg,0
IMG_0105.jpg,0
IMG_0106.jpg,0
IMG_0107.jpg,0
IMG_0108.jpg,0
IMG_0109.jpg,0
IMG_0110.jpg,0
IMG_0111.jpg,0
IMG_0112.jpg,0
IMG_0113.jpg,0
IMG_0114.jpg,0
IMG_0115.jpg,0
IMG_0116.jpg,0
IMG_0117.jpg,0
IMG_0118.jpg,0
IMG_0119.jpg,0
IMG_0120.jpg,0
IMG_0121.jpg,0
IMG_0122.jpg,0
IMG_0123.jpg,0
IMG_0124.jpg,0
IMG_0125.jpg,0
IMG_0126.jpg,0
IMG_0127.jpg,0
IMG_0128.jpg,0
IMG_0129.jpg,0
IMG_0130.jpg,0
IMG_0131.jpg,0
IMG_0132.jpg,0
IMG_0133.jpg,0
IMG_0134.jpg,0
IMG_0135.jpg,0
IMG_0136.jpg,0
IMG_0137.jpg,0
IMG_0138.jpg,0
IMG_0139.jpg,0
IMG_0140.jpg,0
IMG_0141.jpg,0
IMG_0142.jpg,0
IMG_0143.jpg,0
IMG_0144.jpg,0
IMG_0145.jpg,1
IMG_0146.jpg,0
IMG_0147.jpg,1
IMG_0148.jpg,0
IMG_0149.jpg,0
IMG_0150.jpg,0
IMG_0151.jpg,0
IMG_0152.jpg,0
IMG_0153.jpg,0
IMG_0154.jpg,0
IMG_0155.png,0
IMG_0156.png,0
IMG_0157.png,0
IMG_0158.png,0
IMG_0159.png,0
IMG_0160.png,0
IMG_0161.png,0
IMG_0162.png,0
IMG_0163.png,0
IMG_0164.png,0
IMG_0165.png,0
IMG_0166.png,0
IMG_0167.png,0
IMG_0168.png,0
IMG_0169.png,0
IMG_0170.png,0
IMG_0171.png,0
IMG_0172.png,0
IMG_0173.png,0
IMG_0174.png,0
IMG_0175.png,0
IMG_0176.png,0
IMG_0177.png,0
IMG_0178.png,0
IMG_0179.png,0
IMG_0180.png,0
IMG_0181.png,0
IMG_0182.png,0
IMG_0183.png,0
IMG_0184.png,0
IMG_0185.png,0
IMG_0186.png,0
IMG_0187.png,0
IMG_0188.png,0
IMG_0189.png,0
IMG_0190.png,0
IMG_0191.png,0
IMG_0192.png,0
IMG_0193.png,0
IMG_0194.png,0
IMG_0195.png,0
IMG_0196.png,0
IMG_0197.png,0
IMG_0198.png,0
IMG_0199.png,0
IMG_0200.png,0
IMG_0201.png,0
IMG_0202.png,0
IMG_0203.png,0
IMG_0204.png,0
IMG_0205.png,0
IMG_0206.png,0
IMG_0207.png,0
IMG_0208.png,0
IMG_0209.png,0
IMG_0210.png,0
IMG_0211.png,0
IMG_0212.png,0
IMG_0213.png,0
IMG_0214.png,0
IMG_0215.png,0
IMG_0216.png,0
IMG_0217.png,0
IMG_0218.png,0
IMG_0219.png,0
IMG_0220.png,0
IMG_0221.png,0
IMG_0222.png,0
IMG_0223.png,0
IMG_0224.png,0
IMG_0225.png,0
IMG_0226.png,0
IMG_0227.png,0
IMG_0228.png,0
IMG_0229.png,0
IMG_0230.png,0
IMG_0231.png,0
IMG_0232.png,0
IMG_0233.png,0
IMG_0234.png,0
IMG_0235.png,0
IMG_0236.png,0
IMG_0237.png,0
IMG_0238.png,0
IMG_0239.png,0
IMG_0240.png,0
IMG_0241.png,0
IMG_0242.png,0
IMG_0243.png,0
IMG_0244.png,0
IMG_0245.png,0
IMG_0246.png,0
IMG_0247.png,0
IMG_0248.png,0
IMG_0249.png,0
IMG_0250.png,0
IMG_0251.png,0
IMG_0252.png,0
IMG_0253.png,0
IMG_0254.png,0
IMG_0255.png,0
IMG_0256.png,0
IMG_0257.png,0
IMG_0258.png,0
IMG_0259.png,0
IMG_0260.png,0
IMG_0261.png,0
IMG_0262.png,0
IMG_0263.png,0
IMG_0264.png,0
IMG_0265.png,0
IMG_0266.png,0
IMG_0267.png,0
IMG_0268.png,0
IMG_0269.png,0
IMG_0270.png,0
IMG_0271.png,0
IMG_0272.png,0
IMG_0273.png,0
IMG_0274.png,0
IMG_0275.png,0
IMG_0276.png,0
IMG_0277.png,0
IMG_0278.png,0
IMG_0279.png,0
IMG_0280.png,0
IMG_0281.png,0
IMG_0282.png,0
IMG_0283.png,0
IMG_0284.png,0
IMG_0285.png,0
IMG_0286.png,0
IMG_0287.png,0
IMG_0288.png,0
IMG_0289.png,0
IMG_0290.png,0
IMG_0291.png,0
IMG_0292.png,0
IMG_0293.png,0
IMG_0294.png,0
IMG_0295.png,0
IMG_0296.png,0
IMG_0297.png,0
IMG_0298.png,0
IMG_0299.png,0
IMG_0300.png,0
IMG_0301.png,0
IMG_0302.png,0
IMG_0303.png,0
IMG_0304.png,0
IMG_0305.png,0
IMG_0306.png,0
IMG_0307.png,0
IMG_0308.png,0
IMG_0309.png,0
IMG_0310.png,0
IMG_0311.png,0
IMG_0312.png,0
IMG_0313.png,0
IMG_0314.jpg,1
IMG_0315.jpg,1
IMG_0316.jpg,1
IMG_0317.jpg,1
IMG_0318.jpg,1
IMG_0319.jpg,2
IMG_0320.jpg,0
IMG_0321.jpg,0
IMG_0322.jpg,0
IMG_0323.jpg,0
IMG_0324.jpg,0
IMG_0325.jpg,1
